LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
HZYGUGPT7E,47,39647,71093,389,87,1,14.35,48,0.28,Master's,Part-time,Divorced,Yes,Yes,Business,Yes,0
RBDOLVSG8I,62,33754,151526,797,54,3,23.79,12,0.45,PhD,Full-time,Single,Yes,No,Business,No,1
BKQQ8FUJSQ,29,62239,74285,660,8,3,2.48,24,0.58,High School,Unemployed,Divorced,Yes,No,Business,Yes,1
P2ICX8M1SG,38,136473,79902,815,9,3,21.58,12,0.73,Master's,Full-time,Divorced,Yes,No,Other,Yes,0
H7238YIK42,39,30204,216540,604,55,4,23.37,12,0.7,High School,Unemployed,Married,No,No,Other,Yes,0
UYCLNOHY2X,45,142807,92424,565,60,3,15.99,36,0.11,Master's,Part-time,Married,No,Yes,Business,Yes,0
X07D0KVNHH,63,131632,37295,618,95,4,10.15,48,0.38,Master's,Part-time,Married,No,No,Other,Yes,0
E978GWEEO3,47,26709,106943,844,49,1,16.17,48,0.29,Master's,Part-time,Divorced,Yes,No,Other,No,0
EAN69NKMO8,22,68823,241724,646,79,1,6.38,36,0.24,High School,Part-time,Married,Yes,No,Auto,Yes,0
CK61NLT0BX,59,127081,102233,840,48,3,21.87,12,0.59,Master's,Self-employed,Divorced,Yes,No,Business,Yes,0
ULOWDC26ZU,44,76092,34471,493,19,1,24.78,12,0.78,Bachelor's,Self-employed,Married,No,No,Business,No,0
ZO9B8Q5VR2,22,43000,208859,362,1,1,17.84,24,0.26,PhD,Self-employed,Divorced,No,Yes,Business,Yes,0
2L7V25UUVD,38,93297,10904,771,74,2,14.12,48,0.16,High School,Unemployed,Divorced,Yes,Yes,Auto,No,0
UQZEKAO7N0,48,89937,93668,350,74,2,13.7,48,0.11,Bachelor's,Unemployed,Divorced,Yes,Yes,Home,No,0
M0MMAJ3LKJ,28,113822,89517,732,20,3,24.14,60,0.3,High School,Self-employed,Married,No,Yes,Business,No,0
9RYWXIA8ZS,67,113151,89595,787,26,4,16.6,48,0.79,PhD,Part-time,Single,No,Yes,Auto,Yes,0
OIJ2EGKT3O,38,134481,110424,418,84,4,21.25,36,0.19,Master's,Self-employed,Divorced,No,No,Business,No,0
MJ0ZLW4TLX,28,51298,108772,830,57,3,7.7,60,0.78,Bachelor's,Unemployed,Divorced,No,No,Business,Yes,0
O66RYP93X3,41,83163,156363,320,51,1,10.87,24,0.8,Bachelor's,Self-employed,Married,Yes,No,Education,No,0
SK3XZBE2P2,20,38253,224746,738,30,2,13.98,60,0.24,PhD,Unemployed,Single,Yes,No,Auto,No,1
608HOISV5Z,68,40986,182962,733,89,4,13.73,12,0.11,High School,Full-time,Single,Yes,No,Business,Yes,0
GIDJ9UXAF1,63,81524,52350,527,29,1,16.49,36,0.53,Bachelor's,Part-time,Single,Yes,No,Education,Yes,0
2VTTA9K6OL,31,64571,214768,327,11,3,4.13,12,0.34,Master's,Unemployed,Married,No,No,Education,Yes,1
WW5KQH5U7Y,68,136382,107235,731,20,4,12.71,36,0.56,Master's,Self-employed,Married,No,No,Business,No,0
95KH7TN0LM,63,125011,206866,752,23,2,19.05,48,0.7,Master's,Unemployed,Divorced,Yes,No,Home,Yes,0
SFOMCVSTT3,39,94420,37341,422,7,3,9.16,24,0.11,PhD,Full-time,Single,No,No,Business,No,0
TPESBQD7RM,19,100616,24783,844,77,4,18.22,60,0.81,Bachelor's,Self-employed,Single,No,Yes,Auto,No,0
GFAQHGO6WY,37,118218,225162,619,75,2,5.43,24,0.52,Bachelor's,Unemployed,Married,No,Yes,Home,Yes,0
ZLJETDRNO5,24,81958,176683,683,55,2,14.27,48,0.89,Bachelor's,Self-employed,Single,No,Yes,Auto,No,0
HQQJ848BGP,69,117394,146146,506,64,2,9.39,12,0.83,Master's,Self-employed,Single,No,No,Home,Yes,0
XSF8SF0WB9,68,39172,32314,587,29,1,13.16,24,0.3,PhD,Self-employed,Married,Yes,No,Education,No,0
PYKN0KH92J,55,17558,142228,335,74,4,5.13,12,0.85,Bachelor's,Full-time,Single,Yes,No,Home,No,0
OWHEHB9JVT,36,90271,96117,680,78,4,2.74,60,0.65,Bachelor's,Self-employed,Single,Yes,Yes,Business,No,0
QR2I3FESGZ,65,18536,207849,701,118,4,16.62,12,0.81,High School,Self-employed,Divorced,No,Yes,Other,No,0
A6GGLKQRSO,51,53618,93939,314,26,1,15.53,60,0.76,Master's,Unemployed,Divorced,No,Yes,Education,No,0
Z977QMLCKN,19,31800,24719,843,9,3,24.4,36,0.55,PhD,Self-employed,Single,No,No,Business,Yes,0
APG72FONXO,66,84925,48283,327,94,1,12.81,36,0.16,Bachelor's,Unemployed,Single,No,Yes,Home,Yes,0
70RLH4C9D5,47,141248,153993,491,119,2,16.24,12,0.77,PhD,Full-time,Divorced,Yes,No,Auto,No,0
2T765BDLUW,51,133697,196285,532,102,2,21.86,36,0.27,Master's,Unemployed,Married,Yes,Yes,Home,No,0
KTPJBA4DRW,22,68705,214210,641,99,1,19.35,24,0.9,High School,Part-time,Single,No,No,Business,Yes,0
DCMWHZ87QP,25,21842,109022,430,4,4,11.11,24,0.87,High School,Unemployed,Divorced,No,Yes,Education,Yes,1
VPCQJRDN7J,19,117222,109888,406,41,1,7.0,60,0.61,PhD,Full-time,Married,No,Yes,Business,Yes,0
77XXR591NV,26,88481,112468,335,45,3,18.84,60,0.46,PhD,Part-time,Divorced,No,Yes,Business,No,1
HUL6LWLEOH,32,65389,65472,542,22,2,11.12,36,0.5,Master's,Self-employed,Divorced,No,No,Education,Yes,0
XACG56Y9RN,33,102620,198665,719,49,2,21.53,48,0.19,PhD,Full-time,Married,Yes,Yes,Education,No,0
4IG01L8YLD,63,146622,81108,800,108,4,13.05,12,0.43,PhD,Part-time,Single,No,Yes,Auto,No,0
341D80YZRZ,48,64555,221644,744,93,4,14.24,36,0.53,High School,Full-time,Divorced,Yes,No,Business,No,0
1PVF7S6GV0,60,52471,14277,418,105,4,15.21,24,0.56,Bachelor's,Unemployed,Single,Yes,No,Auto,Yes,0
KN520G2SH8,44,149610,118722,472,51,2,9.99,12,0.89,Master's,Unemployed,Married,No,Yes,Auto,No,0
OP0GZP24BJ,52,89160,54194,403,11,2,21.79,60,0.2,PhD,Full-time,Single,No,No,Education,No,0
VWT13IBGG8,65,81111,77520,775,94,2,6.24,60,0.29,Bachelor's,Full-time,Single,No,No,Education,Yes,0
ZJUW32LK1H,53,61943,237325,734,89,3,8.26,36,0.61,High School,Unemployed,Divorced,No,No,Other,No,0
UK12TH1RYO,60,42831,102221,377,64,4,5.59,36,0.18,Master's,Full-time,Single,No,No,Home,Yes,0
DWELBMW7FE,63,78809,196666,562,26,3,17.65,36,0.54,PhD,Self-employed,Divorced,No,No,Education,No,0
9SY3007QM4,18,110061,122859,461,29,1,15.36,60,0.86,High School,Full-time,Married,Yes,Yes,Home,Yes,0
4K27QXYRXB,45,103946,89637,499,32,4,5.26,12,0.25,High School,Part-time,Divorced,No,Yes,Education,Yes,0
EQNIYOAII5,58,148900,5775,815,7,4,16.56,24,0.76,Bachelor's,Full-time,Divorced,Yes,Yes,Education,No,0
QIL8I4TCEF,47,64294,69767,366,16,4,21.33,12,0.45,PhD,Full-time,Single,No,No,Business,Yes,0
6Z7M3I2IBN,45,80971,219154,744,68,2,13.73,12,0.74,PhD,Full-time,Married,No,Yes,Home,Yes,0
RRUKPHW53U,20,44498,193723,387,5,2,24.73,12,0.87,Bachelor's,Part-time,Single,Yes,Yes,Home,No,1
QW7M319RTU,68,34111,244812,432,87,3,14.35,48,0.46,High School,Full-time,Single,Yes,Yes,Other,Yes,0
IF7JXAXJ7Y,65,118949,190084,665,28,1,2.69,60,0.72,High School,Part-time,Married,Yes,No,Business,No,0
2MZKD4HS9A,52,48343,109108,318,89,4,14.99,60,0.65,Master's,Part-time,Divorced,No,Yes,Other,Yes,0
B87SEHJOMN,56,76754,25853,698,110,1,2.74,60,0.55,PhD,Unemployed,Married,No,Yes,Business,No,0
00A3PEVJCS,57,28846,45071,542,68,4,17.46,24,0.13,Bachelor's,Self-employed,Single,No,Yes,Business,No,0
Q631RNWJGD,42,116512,193908,600,83,4,12.96,24,0.47,High School,Full-time,Single,No,Yes,Auto,No,0
OOAQZVTMSL,22,119363,19547,447,13,1,23.63,36,0.11,Master's,Full-time,Divorced,No,Yes,Auto,Yes,1
KNL9MERCG9,64,143432,89886,574,101,4,18.04,12,0.29,High School,Self-employed,Married,Yes,Yes,Education,No,0
HCVL6KD5C1,66,103155,164810,504,118,1,17.29,48,0.51,PhD,Full-time,Married,No,No,Home,Yes,0
X1S7ZYAX4X,54,112519,179719,823,72,2,3.54,48,0.43,High School,Self-employed,Divorced,Yes,Yes,Home,No,0
T03CYCISMF,26,67969,244959,507,4,2,4.45,36,0.26,Bachelor's,Unemployed,Married,Yes,No,Auto,No,0
BTL4Z3C9KY,46,87356,160488,539,20,1,2.45,36,0.34,PhD,Part-time,Married,No,No,Home,No,0
ZGI13BX11C,52,60597,134707,722,77,1,19.09,36,0.71,High School,Self-employed,Married,Yes,Yes,Home,No,0
QXP4XECRBO,60,54998,30381,747,112,3,2.84,24,0.17,Master's,Unemployed,Married,Yes,No,Business,Yes,0
HBCL74A9YA,59,111739,150995,326,74,3,14.49,24,0.39,PhD,Unemployed,Divorced,No,No,Other,No,0
JMDFSF1P4N,62,76900,83398,718,30,1,3.45,36,0.76,High School,Part-time,Married,No,No,Other,Yes,0
UDP62IRF2F,48,107689,107087,440,6,2,15.63,48,0.12,PhD,Full-time,Divorced,Yes,Yes,Business,No,0
UNR3JVCEW8,32,105161,169727,424,6,2,22.38,60,0.53,Master's,Self-employed,Divorced,Yes,Yes,Business,Yes,0
PKY43BWVSV,48,114361,170007,572,112,3,18.46,24,0.73,PhD,Unemployed,Single,Yes,No,Education,Yes,0
V64QYNY98T,22,117139,31195,832,66,1,18.44,12,0.19,High School,Self-employed,Single,No,No,Education,Yes,0
1PQ0O8PIOO,27,111410,131929,393,81,1,23.63,24,0.9,PhD,Self-employed,Single,Yes,No,Auto,No,0
N4EP31L5FH,68,144725,8590,693,54,2,22.83,60,0.88,Bachelor's,Part-time,Married,No,Yes,Other,Yes,1
CVOHTQHJ68,64,41957,42708,469,70,2,6.53,36,0.5,Master's,Self-employed,Married,Yes,Yes,Other,No,0
G449U19YVS,42,59405,165403,469,105,2,7.11,60,0.22,High School,Self-employed,Single,No,No,Auto,No,0
QV55HXOAKO,47,84031,235610,829,113,4,22.53,60,0.88,PhD,Part-time,Divorced,No,No,Other,Yes,0
V9RNVORTDK,39,62069,172658,768,50,3,5.24,36,0.67,Bachelor's,Full-time,Divorced,Yes,No,Other,No,0
BVJU1CLIA4,30,62284,163196,760,93,1,6.2,36,0.46,Master's,Part-time,Divorced,No,Yes,Business,No,0
KOEQJ5U5WX,65,134903,21798,806,97,2,15.27,24,0.26,Bachelor's,Self-employed,Single,No,No,Home,No,0
3CWSE0P3E1,62,29839,126215,402,87,4,22.59,12,0.68,Master's,Unemployed,Single,Yes,Yes,Other,Yes,0
EAFUROBVPQ,51,30060,78396,380,38,3,3.24,60,0.22,Master's,Self-employed,Married,Yes,No,Auto,Yes,0
MFFLYZ1Q35,60,108674,191462,361,102,3,23.56,12,0.17,PhD,Self-employed,Divorced,Yes,Yes,Other,Yes,0
OT1D6Y819F,55,27586,109704,367,82,3,12.74,60,0.35,High School,Self-employed,Single,Yes,Yes,Other,No,0
5RXVI2EW3H,43,147616,67291,777,64,1,19.83,12,0.39,Bachelor's,Self-employed,Married,No,No,Education,No,0
K6L7L9U5C3,37,75078,191987,649,33,2,18.42,48,0.27,Bachelor's,Part-time,Married,No,No,Auto,Yes,1
TAD1QL6BFD,58,107776,232990,493,97,1,21.31,36,0.89,High School,Full-time,Married,Yes,No,Other,No,0
EHDSPK6HJE,32,99194,90253,384,32,2,24.55,60,0.41,High School,Full-time,Married,Yes,No,Business,Yes,0
QU5TM61V90,41,100739,121348,356,101,3,11.37,24,0.88,Master's,Self-employed,Single,Yes,Yes,Other,Yes,0
LUE3FTBK4K,58,25296,237019,460,111,3,21.91,48,0.18,High School,Part-time,Divorced,No,Yes,Other,Yes,0
63UUJ1KM3J,64,43616,81333,431,0,2,14.06,12,0.53,Bachelor's,Self-employed,Divorced,No,Yes,Education,Yes,0
FSMEM96TMM,45,48683,201627,655,67,3,7.3,60,0.19,Bachelor's,Unemployed,Single,No,Yes,Business,No,1
OILBTGREZ9,33,87245,145585,547,56,4,16.76,24,0.37,Master's,Part-time,Single,Yes,No,Home,No,0
I4TKJKV70T,35,48304,150070,703,68,4,10.98,12,0.9,Master's,Full-time,Single,Yes,Yes,Home,No,0
TLPZ4WALO0,27,136411,113236,719,65,3,20.44,12,0.7,High School,Part-time,Single,Yes,No,Other,No,0
NM8467SBOY,41,110528,212814,427,91,3,4.59,48,0.74,PhD,Part-time,Divorced,Yes,No,Other,Yes,0
51B4P44LE2,53,36384,159129,338,17,1,3.34,48,0.89,PhD,Part-time,Married,Yes,Yes,Business,Yes,0
RTZQ6WSNRD,39,141973,240148,583,35,2,24.84,48,0.12,PhD,Full-time,Divorced,Yes,Yes,Business,No,1
V3U0024XQJ,48,50493,149909,571,5,2,23.83,12,0.51,PhD,Self-employed,Divorced,Yes,Yes,Other,No,0
WNVN36WS6P,49,105199,169523,494,32,2,3.68,12,0.15,Bachelor's,Unemployed,Single,Yes,No,Other,No,0
GHN7GC3VND,32,144822,197574,623,30,3,9.83,60,0.36,High School,Self-employed,Divorced,Yes,Yes,Education,No,0
CMSB2D2SRX,23,103125,71474,787,20,4,6.06,60,0.31,Bachelor's,Part-time,Married,Yes,No,Education,Yes,0
SDNZMZ2FUX,29,125545,44706,492,41,2,24.86,24,0.15,PhD,Unemployed,Divorced,Yes,Yes,Business,No,1
ZVL2X1T2Z6,64,124996,178256,344,20,3,4.77,12,0.21,High School,Full-time,Single,Yes,Yes,Auto,Yes,0
RCVU9QCT76,45,92677,191199,480,4,2,12.3,48,0.61,High School,Part-time,Married,No,Yes,Home,Yes,0
N5K3BPPUQV,32,80201,48190,331,14,4,24.02,36,0.56,Master's,Part-time,Single,No,Yes,Auto,Yes,0
6293KRA9UO,35,129585,143897,759,90,1,19.12,12,0.35,High School,Full-time,Divorced,Yes,No,Other,Yes,0
R5IVB1RTLG,69,64181,165385,827,37,1,24.44,60,0.63,Bachelor's,Unemployed,Single,Yes,No,Business,No,0
OUHOBNOQFJ,68,68230,211668,772,113,1,3.03,24,0.5,Master's,Unemployed,Single,No,No,Education,No,0
DG41DJ5Z56,69,140990,220388,719,35,2,16.61,60,0.26,Master's,Unemployed,Married,No,Yes,Education,No,0
Y8YBAULGYW,55,22807,247759,544,69,4,3.98,24,0.8,Master's,Unemployed,Married,No,Yes,Business,Yes,0
929WQHPDX5,35,97396,184440,455,58,3,16.49,24,0.53,Master's,Self-employed,Single,Yes,No,Auto,Yes,0
9P3Y08ZAAC,52,123111,119393,674,38,2,7.76,36,0.69,Master's,Part-time,Divorced,No,No,Other,Yes,0
234M8CVCXD,34,24684,165451,421,37,2,18.64,48,0.77,PhD,Part-time,Divorced,No,Yes,Education,Yes,0
HKO4C42WTP,29,85554,91138,713,8,2,6.46,12,0.22,Master's,Self-employed,Divorced,Yes,No,Auto,Yes,0
EIWFPKBRV3,66,139350,18962,338,29,4,19.01,48,0.14,PhD,Self-employed,Divorced,No,Yes,Home,Yes,0
CDY5UBPDO9,68,80947,229782,552,111,4,17.31,60,0.62,Master's,Part-time,Divorced,Yes,No,Home,Yes,0
X9BVLTQU76,28,35665,52246,510,68,3,8.08,36,0.33,PhD,Full-time,Married,No,No,Education,Yes,0
6S8T609MUU,38,143958,91052,380,48,4,7.31,12,0.87,High School,Full-time,Single,Yes,No,Other,No,0
DCNSK3R8NF,33,33522,90094,449,85,4,5.57,60,0.39,Bachelor's,Part-time,Single,No,No,Other,No,0
TPIRMGRMI0,41,133556,178370,709,65,1,7.15,60,0.55,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,0
KAG3AQS7BB,25,65909,200501,602,105,4,6.46,12,0.45,High School,Unemployed,Single,Yes,No,Education,Yes,0
Y10BLOX1DB,62,16022,212777,373,13,4,16.62,12,0.35,Bachelor's,Unemployed,Married,Yes,Yes,Home,No,1
AXHMUC7RV7,63,147617,29520,466,66,4,6.13,24,0.11,PhD,Part-time,Single,No,Yes,Education,Yes,0
B8DPB2AFI0,23,147925,44664,708,30,2,11.73,24,0.18,PhD,Full-time,Single,Yes,Yes,Auto,Yes,0
VMYNJDYQ2I,65,20195,100862,320,30,2,3.91,12,0.15,Bachelor's,Self-employed,Divorced,No,No,Home,No,1
EU131Z6UXY,28,87187,225923,725,10,2,23.75,60,0.15,High School,Self-employed,Divorced,No,Yes,Business,No,1
I71Y2Y9BAS,25,87966,61490,823,86,2,3.61,24,0.57,PhD,Unemployed,Divorced,Yes,No,Home,Yes,0
260WK0VLXH,27,104387,186392,654,104,1,21.17,12,0.32,PhD,Unemployed,Married,No,No,Education,No,1
SMMOUP3U2I,42,108300,208329,389,102,2,22.05,48,0.17,Bachelor's,Full-time,Single,No,Yes,Business,No,0
9NHXEQCWIO,44,95956,203828,519,111,3,6.83,24,0.77,High School,Unemployed,Married,Yes,Yes,Home,No,0
JNTWO4HXIG,49,33551,99784,572,103,4,9.61,60,0.52,PhD,Full-time,Married,Yes,Yes,Education,Yes,0
YIUORZQSXH,18,78202,143895,726,80,1,12.21,48,0.57,PhD,Part-time,Married,No,No,Home,Yes,0
33XV33UDCH,65,49925,249550,779,78,3,22.39,48,0.15,Master's,Self-employed,Single,Yes,No,Auto,Yes,0
LTV3LKAPR4,21,138694,33062,638,11,1,10.62,12,0.24,PhD,Part-time,Single,No,Yes,Home,Yes,0
KY1HVU7UIR,65,95442,138353,583,22,1,10.89,24,0.81,Bachelor's,Unemployed,Married,No,No,Other,Yes,0
YPQSUMB0C4,40,147933,88112,594,76,4,4.92,60,0.22,Bachelor's,Full-time,Married,Yes,No,Business,No,0
JK2QVWJDT7,59,43958,172654,369,17,3,15.65,48,0.18,Master's,Self-employed,Single,No,Yes,Home,No,1
RW6U17WWHK,36,42315,30229,755,88,3,5.8,36,0.17,High School,Self-employed,Single,No,Yes,Other,No,0
7L9RMY2S0Y,31,70265,221913,344,31,4,5.08,48,0.69,Bachelor's,Self-employed,Divorced,No,Yes,Home,Yes,0
VLWHXVYS2M,36,145098,211642,757,56,1,20.17,48,0.78,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,0
GEOZVKZ6L2,37,72898,224448,678,52,2,21.92,36,0.29,Bachelor's,Part-time,Divorced,Yes,No,Other,Yes,0
5I7OZJ7YEU,53,76802,116877,822,77,3,4.47,24,0.86,Master's,Unemployed,Single,Yes,No,Other,No,0
2ZG4ERYJA6,67,81570,22740,641,74,2,16.5,24,0.15,Bachelor's,Self-employed,Single,No,No,Auto,Yes,0
M9C7RIH663,44,128741,96862,665,1,1,11.13,24,0.14,Master's,Part-time,Single,Yes,Yes,Other,Yes,0
8JF0SHWFKU,38,137644,114448,434,60,4,9.22,12,0.56,High School,Unemployed,Married,Yes,Yes,Auto,No,0
3ORXCFVGWK,31,148284,49296,779,1,3,10.32,48,0.82,High School,Self-employed,Married,No,Yes,Auto,No,0
ZD1BWZ9BI0,44,112164,233499,463,94,3,19.96,36,0.34,Master's,Part-time,Divorced,No,Yes,Home,Yes,0
E1411AO1KL,53,114018,38212,401,0,4,21.95,36,0.38,Bachelor's,Part-time,Married,Yes,No,Auto,Yes,0
O20SL54NRT,18,77615,229407,521,26,2,19.61,36,0.54,Master's,Full-time,Married,Yes,Yes,Auto,No,0
FK6CT7V4PA,60,56782,101409,490,60,4,7.95,48,0.39,High School,Self-employed,Married,Yes,Yes,Auto,Yes,0
OZXTETFDMK,49,66393,201430,753,84,2,7.27,60,0.65,High School,Part-time,Married,No,Yes,Education,Yes,0
AQH6591IFO,28,131747,101451,657,118,4,3.55,12,0.7,Master's,Self-employed,Married,No,Yes,Other,Yes,0
Q7Q77VLSZW,21,58094,200527,478,118,3,10.62,36,0.31,PhD,Part-time,Single,Yes,Yes,Education,No,0
VD3C84N14I,33,141766,110366,350,46,1,24.74,60,0.61,High School,Part-time,Divorced,Yes,Yes,Education,No,0
GN51FGH803,67,78180,202215,504,68,4,12.82,12,0.25,Bachelor's,Unemployed,Married,No,Yes,Business,No,0
T5I0PANSUW,23,145175,17123,469,76,1,13.09,36,0.49,Bachelor's,Full-time,Divorced,Yes,Yes,Home,No,0
19B3IYWQLB,21,43186,84048,342,8,4,20.64,36,0.71,High School,Self-employed,Divorced,Yes,Yes,Home,No,0
Y8B84YJYV5,50,78755,106444,453,50,3,7.43,48,0.83,Bachelor's,Self-employed,Divorced,No,Yes,Home,No,0
MUDS0USK3U,40,84126,213143,781,104,2,21.69,12,0.62,Master's,Part-time,Divorced,Yes,No,Home,No,0
ACGZ9QJFD3,47,85425,216963,526,85,4,7.01,60,0.45,Bachelor's,Unemployed,Divorced,Yes,Yes,Auto,Yes,0
2TJTD9A1Z5,50,87574,175921,375,1,4,20.64,60,0.86,High School,Full-time,Married,Yes,Yes,Business,Yes,1
GT2AE1BV1C,63,115970,62123,698,65,4,19.48,24,0.56,PhD,Unemployed,Divorced,No,Yes,Auto,Yes,0
JKYG44X1X2,37,71171,33626,418,54,2,11.39,12,0.53,Master's,Unemployed,Married,No,No,Home,Yes,0
F8TYO9GU0V,23,44968,114447,849,65,1,19.54,36,0.33,Bachelor's,Unemployed,Married,No,Yes,Auto,Yes,0
MHZUUKQDTS,31,113243,212850,778,7,3,13.42,36,0.16,High School,Full-time,Divorced,No,No,Education,Yes,0
DNITQ3X7CJ,47,45687,74072,412,70,3,18.08,60,0.7,PhD,Part-time,Divorced,No,No,Other,No,1
HJ6QRERVGG,37,88095,165501,316,8,2,21.86,36,0.56,Master's,Part-time,Single,No,Yes,Home,Yes,0
Y18XTMACYU,41,115680,199143,502,45,1,17.08,60,0.85,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,0
VD9IRC9A09,27,55672,62286,810,113,3,17.05,12,0.25,High School,Full-time,Married,No,Yes,Auto,Yes,0
O4PGM2CYYG,64,61896,198294,624,70,4,23.13,24,0.4,Bachelor's,Full-time,Single,No,No,Other,Yes,0
LXSDBU62L5,51,95338,202324,322,18,3,2.33,12,0.55,Master's,Full-time,Divorced,No,Yes,Business,Yes,0
RLN417ATJX,40,122740,118395,323,56,1,5.31,12,0.5,Bachelor's,Full-time,Married,Yes,No,Auto,No,0
VMROTZ1PDD,24,96328,195893,507,99,3,21.65,36,0.51,Master's,Full-time,Married,No,No,Business,Yes,0
OI3H9TQCBY,22,126953,115152,838,55,2,23.65,12,0.19,High School,Full-time,Single,Yes,No,Education,No,1
3S8A10AXAG,19,130628,91758,487,78,4,14.21,36,0.88,High School,Full-time,Divorced,Yes,No,Education,Yes,0
4V209726V3,61,147157,77281,370,77,1,8.46,48,0.11,High School,Self-employed,Divorced,No,No,Business,Yes,0
NH8ZWNG4AN,64,26328,239618,350,50,1,6.92,48,0.2,High School,Part-time,Divorced,Yes,Yes,Auto,No,0
8X4CHNLXU6,19,126647,183387,631,9,2,4.07,60,0.59,Bachelor's,Self-employed,Married,No,Yes,Auto,No,0
9YT3WOWQJ6,24,59757,161487,331,11,1,23.94,36,0.84,PhD,Self-employed,Single,Yes,No,Other,No,0
RRVSXR2LYV,26,28180,71768,668,89,1,12.92,36,0.83,Bachelor's,Self-employed,Single,No,Yes,Other,No,0
VS4Y1M0OZC,25,104759,103289,441,1,1,22.35,60,0.33,PhD,Self-employed,Divorced,Yes,Yes,Home,Yes,0
3YM3SEL5WG,65,29522,71814,322,64,1,13.17,12,0.41,Bachelor's,Full-time,Single,No,Yes,Auto,Yes,0
DAP7W87XKN,67,52185,55895,527,28,4,22.55,36,0.14,Bachelor's,Part-time,Single,Yes,No,Education,No,0
N1P8PI1279,61,41479,179467,417,40,4,2.19,24,0.11,Bachelor's,Full-time,Single,Yes,No,Business,Yes,0
UCFEQYFIH0,68,36317,28144,410,32,4,21.2,36,0.76,Bachelor's,Part-time,Married,No,Yes,Home,No,0
3P825C9M5I,43,15824,229171,462,90,2,8.23,24,0.6,Bachelor's,Part-time,Married,Yes,Yes,Business,Yes,0
EMFV6F6ZMQ,41,58698,155862,331,57,1,10.84,12,0.88,High School,Self-employed,Single,Yes,No,Other,Yes,0
RXFFK8C7Z2,51,114203,166319,532,83,1,12.72,60,0.26,High School,Self-employed,Single,No,Yes,Education,Yes,0
10T2J2JVJ4,60,121172,187554,633,112,3,4.21,12,0.63,Bachelor's,Self-employed,Divorced,Yes,No,Business,No,0
A2W928NS7Q,61,80798,90466,772,59,1,2.63,36,0.45,High School,Unemployed,Married,No,No,Auto,No,0
7EEODWZJ2E,33,49066,42526,721,106,2,18.52,60,0.18,Bachelor's,Self-employed,Divorced,No,No,Other,Yes,1
AVX9PL7O8N,54,86157,210043,759,92,4,17.5,48,0.13,Master's,Self-employed,Divorced,Yes,Yes,Business,No,0
9I14LWKBRL,67,34860,13327,717,86,1,4.76,60,0.19,PhD,Unemployed,Divorced,Yes,Yes,Other,Yes,0
J8C4OO2D5J,38,101764,243715,498,99,2,7.07,48,0.21,Master's,Unemployed,Married,No,No,Auto,Yes,0
SFPOQ5HR4R,55,67691,34849,433,42,1,2.11,48,0.85,PhD,Self-employed,Single,Yes,No,Education,No,0
2NSZRSY250,63,131389,168120,527,27,4,20.08,24,0.82,Bachelor's,Part-time,Married,No,Yes,Other,Yes,1
ZKNIR44I78,51,120183,210164,476,94,4,13.85,24,0.77,Master's,Self-employed,Single,Yes,No,Education,Yes,0
HEXGQQHGB9,54,33227,28654,744,95,1,17.08,12,0.45,Bachelor's,Full-time,Divorced,No,Yes,Business,Yes,0
ZKT9KHGG3F,54,127650,91662,589,33,4,3.74,48,0.19,PhD,Self-employed,Married,No,No,Business,No,0
6WMVXBX8R1,62,109403,23166,568,119,1,5.26,24,0.81,PhD,Self-employed,Single,No,No,Business,Yes,0
9IU22WCZWB,51,100391,9703,819,107,2,9.47,24,0.74,PhD,Unemployed,Divorced,No,No,Business,No,0
LR94Z0AXEY,54,107664,182659,572,58,4,6.35,12,0.62,PhD,Unemployed,Divorced,No,No,Other,No,0
MKDITPMNE0,56,126359,26891,807,118,2,23.46,12,0.36,Master's,Self-employed,Married,No,Yes,Business,Yes,0
ZE1LZF8E06,30,74526,57993,756,80,1,22.98,60,0.83,PhD,Full-time,Single,Yes,Yes,Other,Yes,0
YYIU1QKARV,51,75798,199261,601,50,1,7.99,48,0.79,Bachelor's,Full-time,Divorced,No,Yes,Home,Yes,0
DWYFCJOIY9,41,59434,126254,343,93,3,8.21,48,0.73,PhD,Part-time,Divorced,Yes,Yes,Business,Yes,0
QPVVJO0JV0,29,90239,231907,590,91,1,19.52,24,0.59,Bachelor's,Self-employed,Divorced,Yes,No,Education,Yes,1
TBZNY4R7VX,57,87306,194701,830,11,2,8.99,12,0.79,Master's,Self-employed,Married,No,No,Business,No,0
BT1YGF2O53,67,148064,11314,394,13,4,5.61,12,0.11,Master's,Self-employed,Married,Yes,Yes,Education,No,0
C57AFEQHYE,32,15760,115673,668,42,1,10.44,12,0.74,Master's,Self-employed,Single,Yes,Yes,Other,No,1
6RZ50HZ076,56,23935,98322,575,46,4,19.78,24,0.76,PhD,Unemployed,Divorced,Yes,Yes,Business,No,0
0HVAU61T80,31,67046,244706,491,71,1,11.14,48,0.37,Bachelor's,Full-time,Married,No,Yes,Home,Yes,0
